,carat,cut,color,clarity,depth,table,price
2248,1.16,Good,H,I1,61.4,64.8,"$4,254 "
2249,1.04,Good,H,VVS2,58.3,67,"$4,715 "
2250,1.01,Good,E,I1,63.2,60,"$4,280 "
2251,1,Good,I,VS2,63.4,59,"$3,199 "
2252,0.99,Good,H,SI2,63.7,67,"$2,500 "
2253,0.87,Good,J,VS2,59.7,63,"$2,300 "
2254,0.83,Good,J,VS2,65.4,57,"$1,480 "
2255,0.61,Good,F,SI2,59,66,"$1,100 "
2256,0.52,Good,G,I1,61.1,63,$597 
2257,0.5,Good,G,SI1,62.4,55,$895 
2258,0.49,Good,E,SI2,56.9,64,$940 
2259,0.47,Good,E,SI2,52.9,62,$700 
2260,0.41,Good,D,SI2,58.6,59,$873 
2261,0.38,Good,H,SI2,59.1,65,$563 
2262,1,Fair,H,SI2,65.6,58,"$3,704 "
2263,0.82,Fair,G,SI1,60.7,67,"$2,500 "
2264,0.59,Fair,H,VS2,55.2,65,"$1,403 "
2265,0.5,Fair,J,SI2,56.6,62,$587 
2266,0.46,Fair,G,VS2,58.7,48,$736 
2267,1.67,None,I,SI1,61,56,"$11,994 "
2268,1.23,,G,SI1,60.4,56,"$6,800 "
2269,1.05,None,I,SI1,61.2,55,"$7,560 "
2270,0.83,None,I,VS2,58.5,41,"$2,500 "
2271,0.6,None,H,VVS2,64.4,49,"$2,886 "
2272,0.46,None,H,SI1,66.7,48.2,"$1,275 "

